arxiv_id	status	pdf_path	cited_by
quant-ph/0206003	pdf-only	pdf/0206/0206003v1.pdf	Adiabatic Algorithms
quant-ph/0207131	pdf-only	pdf/0207/0207131v1.pdf	Gauss Sums
quant-ph/0208135	pdf-only	pdf/0208/0208135v1.pdf	Adiabatic Algorithms
quant-ph/0209131	pdf-only	pdf/0209/0209131v2.pdf	Welded Tree
quant-ph/0211091	pdf-only	pdf/0211/0211091v4.pdf	Non-Abelian Hidden Subgroup; Hidden Shift
quant-ph/0211124	pdf-only	pdf/0211/0211124v3.pdf	Non-Abelian Hidden Subgroup
quant-ph/0211140	pdf-only	pdf/0211/0211140v1.pdf	Hidden Shift; Polynomial interpolation
quant-ph/0301023	pdf-only	pdf/0301/0301023v2.pdf	Simulating Quantum Hamiltonian Dynamics; Optimization by Decoded Quantum Interferometry; Lattice Problems by Filtering
quant-ph/0301141	pdf-only	pdf/0301/0301141v2.pdf	Discrete-log; Quantum Cryptanalysis
quant-ph/0302112	pdf-only	pdf/0302/0302112v2.pdf	Non-Abelian Hidden Subgroup; Hidden Shift; Pattern matching
quant-ph/0303131	pdf-only	pdf/0303/0303131v1.pdf	Graph Properties in the Adjacency Matrix Model
quant-ph/0303169	pdf-only	pdf/0303/0303169v3.pdf	Graph Properties in the Adjacency Matrix Model
quant-ph/0306054	pdf-only	pdf/0306/0306054v2.pdf	Searching
quant-ph/0309059	pdf-only	pdf/0309/0309059v1.pdf	Machine Learning
quant-ph/0309064	pdf-only	pdf/0309/0309064v2.pdf	Partition Functions; Weight Enumerators
quant-ph/0310134	pdf-only	pdf/0310/0310134v3.pdf	Graph Properties in the Adjacency Matrix Model; Graph Collision
quant-ph/0311001	pdf-only	pdf/0311/0311001v9.pdf	Subset-sum; Collision Finding and Element Distinctness; Subset finding
quant-ph/0311038	pdf-only	pdf/0311/0311038v2.pdf	Subset finding
quant-ph/0401053	pdf-only	pdf/0401/0401053v1.pdf	Simulated Annealing
quant-ph/0401083	pdf-only	pdf/0401/0401083v1.pdf	Non-Abelian Hidden Subgroup
quant-ph/0401091	pdf-only	pdf/0401/0401091v2.pdf	Graph Properties in the Adjacency Matrix Model; Graph Properties in the Adjacency List Model
quant-ph/0405081	pdf-only	pdf/0405/0405081v1.pdf	Zeta Functions
quant-ph/0405098	pdf-only	pdf/0405/0405098v2.pdf	Adiabatic Algorithms
quant-ph/0405146	pdf-only	pdf/0405/0405146v2.pdf	Gradient Estimation and Learning Polynomials
quant-ph/0406151	pdf-only	pdf/0406/0406151v1.pdf	Non-Abelian Hidden Subgroup
quant-ph/0409035	pdf-only	pdf/0409/0409035v2.pdf	Verifying Matrix Products; Matrix Multiplication over Semirings
quant-ph/0411037	pdf-only	pdf/0411/0411037v1.pdf	Non-Abelian Hidden Subgroup
quant-ph/0412033	pdf-only	pdf/0412/0412033v3.pdf	Non-Abelian Hidden Subgroup
quant-ph/0501096	pdf-only	pdf/0501/0501096v1.pdf	Preparing Eigenstates and Thermal States
quant-ph/0503205	pdf-only	pdf/0503/0503205v1.pdf	Searching
quant-ph/0504012	pdf-only	pdf/0504/0504012v1.pdf	Searching; Polynomial Quantum Speedups for Constraint Satisfaction Problems
quant-ph/0504083	pdf-only	pdf/0504/0504083v2.pdf	Non-Abelian Hidden Subgroup
quant-ph/0505007	pdf-only	pdf/0505/0505007v3.pdf	Searching
quant-ph/0506265	pdf-only	pdf/0506/0506265v4.pdf	Group Commutativity
quant-ph/0507190	pdf-only	pdf/0507/0507190v1.pdf	Non-Abelian Hidden Subgroup
quant-ph/0507193	pdf-only	pdf/0507/0507193v1.pdf	Gradient Estimation and Learning Polynomials
quant-ph/0508139	pdf-only	pdf/0508/0508139v2.pdf	Simulating Quantum Hamiltonian Dynamics
quant-ph/0508205	pdf-only	pdf/0508/0508205v2.pdf	Network flows
quant-ph/0509206	pdf-only	pdf/0509/0509206v1.pdf	Matrix Commutativity
quant-ph/0510027	pdf-only	pdf/0510/0510027v1.pdf	Simulating Quantum Hamiltonian Dynamics
quant-ph/0511096	pdf-only	pdf/0511/0511096v2.pdf	Knot Invariants
quant-ph/0512159	pdf-only	pdf/0512/0512159v1.pdf	Adiabatic Algorithms
quant-ph/0601001	pdf-only	pdf/0601/0601001v1.pdf	Matrix Elements and Multiplicity Coefficients of Group Representations
quant-ph/0603069	pdf-only	pdf/0603/0603069v3.pdf	Knot Invariants
quant-ph/0603175	pdf-only	pdf/0603/0603175v3.pdf	Adiabatic Algorithms
quant-ph/0604172	pdf-only	pdf/0604/0604172v1.pdf	Non-Abelian Hidden Subgroup
quant-ph/0604193	pdf-only	pdf/0604/0604193v1.pdf	Preparing Eigenstates and Thermal States
quant-ph/0605181	pdf-only	pdf/0605/0605181v5.pdf	Knot Invariants
quant-ph/0606114	pdf-only	pdf/0606/0606114v3.pdf	Three-manifold Invariants
quant-ph/0606140	pdf-only	pdf/0606/0606140v4.pdf	Adiabatic Algorithms
quant-ph/0606229	pdf-only	pdf/0606/0606229v2.pdf	Matrix Powers
quant-ph/0608026	pdf-only	pdf/0608/0608026v4.pdf	Graph Properties in the Adjacency Matrix Model
quant-ph/0608161	pdf-only	pdf/0608/0608161v1.pdf	Ordered Search
quant-ph/0610235	pdf-only	pdf/0610/0610235v2.pdf	String Rewriting
quant-ph/0612101	pdf-only	pdf/0612/0612101v1.pdf	Preparing Eigenstates and Thermal States
quant-ph/0701235	pdf-only	pdf/0701/0701235v1.pdf	Non-Abelian Hidden Subgroup
quant-ph/0702008	pdf-only	pdf/0702/0702008v1.pdf	Knot Invariants; Partition Functions
quant-ph/0702144	pdf-only	pdf/0702/0702144v2.pdf	Formula Evaluation
quant-ph/0702160	pdf-only	pdf/0702/0702160v2.pdf	Formula Evaluation
quant-ph/0702241	pdf-only	pdf/0702/0702241v2.pdf	Adiabatic Algorithms
quant-ph/0703015	pdf-only	pdf/0703/0703015v3.pdf	Formula Evaluation
quant-ph/0703023	pdf-only	pdf/0703/0703023v1.pdf	Gauss Sums; Partition Functions
quant-ph/0703037	pdf-only	pdf/0703/0703037v2.pdf	Three-manifold Invariants
quant-ph/0703223	pdf-only	pdf/0703/0703223v2.pdf	Non-Abelian Hidden Subgroup
quant-ph/0703231	pdf-only	pdf/0703/0703231v2.pdf	Ordered Search
quant-ph/9508005	pdf-only	pdf/9508/9508005v3.pdf	Primality Proving
quant-ph/9508027	pdf-only	pdf/9508/9508027v2.pdf	Factoring; Discrete-log; Quantum Cryptanalysis
quant-ph/9603026	pdf-only	pdf/9603/9603026v2.pdf	Simulating Quantum Hamiltonian Dynamics
quant-ph/9603028	pdf-only	pdf/9603/9603028v1.pdf	Simulating Quantum Hamiltonian Dynamics
quant-ph/9605043	pdf-only	pdf/9605/9605043v3.pdf	Searching
quant-ph/9607014	pdf-only	pdf/9607/9607014v2.pdf	Searching; Graph Properties in the Adjacency Matrix Model
quant-ph/9701001	pdf-only	pdf/9701/9701001v1.pdf	Searching; Pattern matching
quant-ph/9701019	pdf-only	pdf/9701/9701019v2.pdf	Simulating Quantum Hamiltonian Dynamics
quant-ph/9703054	pdf-only	pdf/9703/9703054v1.pdf	Simulating Quantum Hamiltonian Dynamics
quant-ph/9705002	pdf-only	pdf/9705/9705002v1.pdf	Collision Finding and Element Distinctness
quant-ph/9705041	pdf-only	pdf/9705/9705041v4.pdf	Counterfeit Coins
quant-ph/9804066	pdf-only	pdf/9804/9804066v2.pdf	Searching
quant-ph/9805082	pdf-only	pdf/9805/9805082v1.pdf	Searching; Statistical Difference
quant-ph/9807009	pdf-only	pdf/9807/9807009v1.pdf	Simulating Quantum Hamiltonian Dynamics
quant-ph/9807027	pdf-only	pdf/9807/9807027v2.pdf	Searching
quant-ph/9807029	pdf-only	pdf/9807/9807029v1.pdf	Hidden Shift
quant-ph/9812070	pdf-only	pdf/9812/9812070v1.pdf	Non-Abelian Hidden Subgroup
quant-ph/9901059	pdf-only	pdf/9901/9901059v1.pdf	Ordered Search
quant-ph/9909094	pdf-only	pdf/9909/9909094v1.pdf	Weight Enumerators
